reference_id,name,source_kind,review_tier,source_family,domain,surface_type,page_job,information_topology,transferable_principle,non_transferable_or_caution,source_url,source_page,maturity_signal,reviewed_on,evidence_scope,evidence_notes
AW-072,Indigo Laboratory,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-073,Gucci: Mystery Unfolds,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-074,Fauna Robotics,award_site,deep,awwwards.com,award-site case study,marketing / editorial / portfolio / experimental,"Introduce a robotics product through navigation, a wizard and responsive storytelling",guided discovery,A guided wizard can turn an unfamiliar technical product into a sequence of concrete questions and answers.,Do not copy the playful character or visual skin into regulated or data-dense products without evidence.,https://www.awwwards.com/sites/fauna-robotics,3,Awwwards Site of the Day listing,2026-09-02,detail page and metadata,detail page and metadata
AW-075,Elva,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-076,sakazuki,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-077,Crav Burgers,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-078,Tresmares Capital,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-079,Serve Robotics,award_site,deep,awwwards.com,award-site case study,marketing / editorial / portfolio / experimental,Build trust in autonomous delivery technology,trust narrative / product explanation,Trust can be designed by translating technical complexity into human consequences and concrete use contexts.,A marketing trust narrative does not replace operational safety states and error handling.,https://www.awwwards.com/sites/serve-robotics,3,Awwwards Site of the Day listing,2026-09-02,detail page and metadata,detail page and metadata
AW-080,Hubtown,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-081,Pacôme Pertant Portfolio,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-082,The Power of Storytelling,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-083,SOHub,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-084,Apechain,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
AW-085,Son Daven,award_site,catalog,awwwards.com,mixed award-site sample,marketing / editorial / portfolio / experimental,,,Breadth reference only; inspect the actual site before transferring any principle.,"An award listing is not evidence of product usability, accessibility or suitability for another task.",https://www.awwwards.com/websites/sites_of_the_day/?page=3,3,Awwwards Site of the Day listing,2026-09-02,listing title and award metadata only,Listing-only breadth sample; not eligible as a direct design reference.
